"","lon","lat"
"239",-117.3272615,33.6680772
"240",-119.4179324,36.778261
"241",-79.9958864,40.4406248
"242",NA,NA
"243",-82.4571776,27.950575
"244",NA,NA
"245",-80.0533746,26.7153424
"246",NA,NA
"247",-81.8661442,28.0582985
"248",-99.9018131,41.4925374
"249",28.023262,-26.207782
"250",-3.218134,51.578829
"251",-98.2300124,26.2034071
"252",-118.8375937,34.1705609
"253",-79.9958864,40.4406248
"254",-82.9000751,32.1656221
"255",2.2378941,48.8901872
"256",NA,NA
"257",-118.2436849,34.0522342
"258",NA,NA
"259",-0.1058058,51.5465063
"260",18.49041,-22.95764
"261",-77.7452826,43.0258957
"262",NA,NA
"263",NA,NA
"264",-122.6764815,45.5230622
"265",-117.2928814,34.4196199
"266",-82.6392899,30.1896756
"267",NA,NA
"268",-96.994174,33.046233
"269",-74.35682,41.3317606
"270",-119.4179324,36.778261
"271",-118.2436849,34.0522342
"272",-90.1994042,38.6270025
"273",-119.4179324,36.778261
"274",-64.7782313,46.0878165
"275",NA,NA
"276",-98.4936282,29.4241219
"277",NA,NA
"278",-105.2551187,54.5259614
"279",NA,NA
"280",-98.4842465,39.011902
"281",-122.4194155,37.7749295
"282",-106.346771,56.130366
"283",-81.5157535,27.6648274
"284",NA,NA
"285",-4.7188629,50.4714961
"286",-94.7160645,39.2975455
"287",-77.1772604,38.9338676
"288",NA,NA
"289",-76.7132892,39.4105843
"290",-79.9838061,43.4881366
"291",-75.1652215,39.9525839
"292",135.1830706,34.6912688
"293",NA,NA
"294",-85.323214,51.253775
"295",NA,NA
"296",-122.9164307,42.3759586
"297",-87.9064736,43.0389025
"298",NA,NA
"299",-121.2896493,44.0777509
"300",-122.3320708,47.6062095
"301",NA,NA
"302",NA,NA
"303",-119.4179324,36.778261
"304",-85.3096801,35.0456297
"305",-102.552784,23.634501
"306",-86.80249,33.5206608
"307",8.541694,47.3768866
"308",-84.55777,43.0025883
"309",-117.8265049,33.6845673
"310",-121.6555013,36.6777372
"311",-77.6994197,35.5013936
"312",-122.7094767,42.1945758
"313",NA,NA
"314",-106.393373,31.77985
"315",-93.2715639,44.9991806
"316",12.354722,7.369722
"317",NA,NA
"318",-79.0192997,35.7595731
"319",-83.0363633,42.3149367
"320",-99.133208,19.4326077
"321",-101.9188024,34.9803342
"322",-83.0457538,42.331427
"323",-77.6109219,43.16103
"324",10.1815316,36.8064948
"325",NA,NA
"326",-106.346771,56.130366
"327",-84.3879824,33.7489954
"328",NA,NA
"329",NA,NA
"330",-122.4194155,37.7749295
"331",-118.2436849,34.0522342
"332",-98.4936282,29.4241219
"333",-83.0363633,42.3149367
"334",-97.7430608,30.267153
"335",NA,NA
"336",-123.3656444,48.4284207
"337",-117.7262981,33.5684605
"338",-35.7089492,-9.6498487
"339",-90.1994042,38.6270025
"340",6.2541289,52.617212
"341",-99.9018131,31.9685988
"342",-119.4179324,36.778261
"343",NA,NA
"344",-66.3377522,-33.3017267
"345",-81.5157535,27.6648274
"346",NA,NA
"347",-79.3831843,43.653226
"348",-123.133569,49.1665898
"349",-122.6764815,45.5230622
"350",NA,NA
"351",-71.1956205,42.5047161
"352",-118.3525748,33.9164032
"353",NA,NA
"354",NA,NA
"355",-117.9897058,33.7591757
"356",-104.990251,39.7392358
"357",-82.9554746,42.4683698
"358",NA,NA
"359",NA,NA
"360",NA,NA
"361",-79.3831843,43.653226
"362",NA,NA
"363",-81.6943605,41.49932
"364",NA,NA
"365",NA,NA
"366",-117.1610838,32.715738
"367",-95.3698028,29.7604267
"368",-97.4917888,35.3921766
"369",NA,NA
"370",NA,NA
"371",-97.3307658,32.7554883
"372",-122.3320708,47.6062095
"373",NA,NA
"374",-89.6645266,35.042036
"375",25.48583,42.733883
"376",-122.2928974,47.1853785
"377",NA,NA
"378",-122.9805104,49.2488091
"379",-77.0368707,38.9071923
"380",NA,NA
"381",-97.7430608,30.267153
"382",NA,NA
"383",NA,NA
"384",-0.1277583,51.5073509
"385",NA,NA
"386",NA,NA
"387",-87.623702,41.890422
"388",NA,NA
"389",-84.2619169,33.969435
"390",-105.1519789,39.7443012
"391",-122.6764815,45.5230622
"392",-86.7816016,36.1626638
"393",-112.0740373,33.4483771
"394",NA,NA
"395",101.975766,4.210484
"396",NA,NA
"397",-88.9939549,36.0667348
"398",NA,NA
"399",-83.0363633,42.3149367
"400",-96.797592,32.8550377
"401",NA,NA
"402",-79.9958864,40.4406248
"403",NA,NA
"404",-77.0260856,38.9910958
"405",-111.8738876,41.191912
"406",NA,NA
"407",-78.183406,-1.831239
"408",-84.3879824,33.7489954
"409",-81.4735257,28.4720521
"410",NA,NA
"411",-1.1743197,52.3555177
"412",-91.9623327,30.9842977
"413",-79.3831843,43.653226
"414",19.145136,51.919438
"415",-118.2436849,34.0522342
"416",-155.5827818,19.8967662
"417",-114.0708459,51.0486151
"418",47.9688326,29.3675456
"419",NA,NA
"420",NA,NA
"421",NA,NA
"422",-119.4179324,36.778261
"423",4.8951679,52.3702157
"424",-85.323214,51.253775
"425",-122.4194155,37.7749295
"426",NA,NA
"427",-106.7479059,32.2787745
"428",NA,NA
"429",-122.4194155,37.7749295
"430",-77.0368707,38.9071923
"431",NA,NA
"432",-46.6333094,-23.5505199
"433",-74.0059728,40.7127753
"434",-113.4909267,53.544389
"435",-84.7721702,37.6456329
"436",NA,NA
"437",-122.3320708,47.6062095
"438",NA,NA
"439",-121.8946761,36.6002378
"440",-3.74922,40.463667
"441",-102.552784,23.634501
"442",NA,NA
"443",NA,NA
"444",-73.8076088,40.6701483
"445",-104.9508141,39.6172101
"446",NA,NA
"447",-73.7845651,43.0831301
"448",-95.7257968,32.3593117
"449",-110.1616865,38.9955071
"450",-87.6297982,41.8781136
"451",-81.8643039,41.4414366
"452",NA,NA
"453",NA,NA
"454",-61.222503,10.691803
"455",-118.3617443,34.0900091
"456",-87.6297982,41.8781136
"457",NA,NA
"458",NA,NA
"459",NA,NA
"460",-95.3698028,29.7604267
"461",-118.2436849,34.0522342
"462",-96.7969879,32.7766642
"463",-120.1832533,39.327962
"464",-118.2436849,34.0522342
"465",-4.4291403,53.265325
"466",-97.4460262,25.8341598
"467",-87.6297982,41.8781136
"468",NA,NA
"469",NA,NA
"470",NA,NA
"471",NA,NA
"472",-73.6981858,40.8256561
"473",-86.0549863,39.4806055
"474",NA,NA
"475",-96.5991593,32.7667955
"476",-97.2689331,37.5455735
"477",NA,NA
"478",-114.6276916,32.6926512
"479",-96.0163561,41.2383893
"480",-85.6023643,44.3148443
"481",NA,NA
"482",-73.1151117,40.7692649
"483",NA,NA
"484",NA,NA
"485",-78.8783689,42.8864468
"486",-74.0059728,40.7127753
"487",-95.4560512,30.3118769
"488",-80.8558097,35.0016097
"489",-84.3879824,33.7489954
"490",NA,NA
"491",-77.6109219,43.16103
"492",-0.1277583,51.5073509
"493",3.2642436,50.3851246
"494",NA,NA
"495",NA,NA
"496",-79.078023,43.2534752
"497",NA,NA
"498",-122.4194155,37.7749295
"499",NA,NA
"500",-95.9979883,41.2523634
"501",-115.2796895,36.1232761
"502",-117.1610838,32.715738
"503",14.2681244,40.8517746
"504",-120.7401385,47.7510741
"505",NA,NA
"506",-97.6048449,35.444984
"507",-75.1195107,39.8227054
"508",-85.207229,12.865416
"509",-0.1277583,51.5073509
"510",-73.7948516,40.7282239
"511",-77.0368707,38.9071923
"512",-118.4396756,34.1825782
"513",NA,NA
"514",NA,NA
"515",-95.712891,37.09024
"516",-73.567256,45.5016889
"517",-118.2436849,34.0522342
"518",NA,NA
"519",-87.95339,41.96657
"520",-80.1917902,25.7616798
"521",NA,NA
"522",14.995463,46.151241
"523",NA,NA
"524",-119.4179324,36.778261
"525",NA,NA
"526",NA,NA
"527",NA,NA
"528",48.1026841,29.1687526
"529",-74.0345813,40.1320592
"530",28.1122679,-26.2707593
"531",-77.4477662,38.7931699
"532",-115.1398296,36.1699412
"533",-87.6297982,41.8781136
"534",NA,NA
"535",-81.3392352,28.5999998
"536",-117.1610838,32.715738
"537",18.49041,-22.95764
"538",-0.804306,52.6789429
"539",-15.4362574,28.1235459
"540",-96.7969879,32.7766642
"541",-90.0489801,35.1495343
"542",-1.1581086,52.9547832
"543",-122.4194155,37.7749295
"544",-122.2913078,37.8271784
"545",-122.5504041,47.2356536
"546",-84.3879824,33.7489954
"547",-93.0648461,44.9773319
"548",-74.0059728,40.7127753
"549",-93.2259349,44.0855572
"550",NA,NA
"551",-96.7969879,32.7766642
"552",-98.4170523,29.5170728
"553",NA,NA
"554",NA,NA
"555",-81.5157535,27.6648274
"556",NA,NA
"557",-97.7280066,30.2395789
"558",-97.7430608,30.267153
"559",-77.0334179,38.9059849
"560",-77.0368707,38.9071923
"561",NA,NA
"562",-72.3320051,41.5756728
"563",-122.3320708,47.6062095
"564",-97.723919,30.257146
"565",NA,NA
"566",19.145136,51.919438
"567",NA,NA
"568",NA,NA
"569",NA,NA
"570",NA,NA
"571",-2.9915726,53.4083714
"572",-122.3320708,47.6062095
"573",-80.965652,32.032139
"574",-0.9781303,51.4542645
"575",-81.5706109,30.7478954
"576",NA,NA
"577",-84.9877094,32.4609764
"578",NA,NA
"579",NA,NA
"580",-118.2436849,34.0522342
"581",NA,NA
"582",NA,NA
"583",-74.0059728,40.7127753
"584",-3.74922,40.463667
"585",-6.2603097,53.3498053
"586",-95.9035425,36.0764449
"587",-82.907123,40.4172871
"588",-102.552784,23.634501
"589",-98.4936282,29.4241219
"590",NA,NA
"591",NA,NA
"592",-5.6611195,43.5322015
"593",NA,NA
"594",21.005859,44.016521
"595",NA,NA
"596",-51.92528,-14.235004
"597",-117.8265049,33.6845673
"598",-1.1743197,52.3555177
"599",-118.2436849,34.0522342
"600",-113.9648746,35.2665479
"601",NA,NA
"602",-122.3320708,47.6062095
"603",-5.6611195,43.5322015
"604",-98.4170523,29.5170728
"605",NA,NA
"606",-90.3237263,38.6425518
"607",-87.6297982,41.8781136
"608",-74.0059728,40.7127753
"609",-119.4179324,36.778261
"610",NA,NA
"611",-4.2026458,56.4906712
"612",-119.4179324,36.778261
"613",-95.992775,36.1539816
"614",-86.7816016,36.1626638
"615",NA,NA
"616",NA,NA
"617",-70.6692655,-33.4488897
"618",-73.087749,41.6032207
"619",-2.2426305,53.4807593
"620",NA,NA
"621",-78.771424,38.964102
"622",NA,NA
"623",-119.4179324,36.778261
"624",-85.7371847,38.2775702
"625",48.0102793,29.2963552
"626",-98.4936282,29.4241219
"627",NA,NA
"628",-2.42142,53.444266
"629",-115.1219028,36.1611747
"630",-95.7336054,40.4741686
"631",NA,NA
"632",-122.6764815,45.5230622
"633",-77.2318533,38.9171387
"634",-84.2700179,37.8393332
"635",-123.3283925,42.4390069
"636",NA,NA
"637",-106.6700458,52.1332144
"638",-86.0341463,34.6723069
"639",-0.283414,51.94921
"640",-119.4179324,36.778261
"641",-87.6297982,41.8781136
"642",NA,NA
"643",-95.3698028,29.7604267
"644",-73.9888854,40.7526431
"645",-74.0059728,40.7127753
"646",-97.9908366,26.1595194
"647",87.3277286,25.8475217
"648",-87.6297982,41.8781136
"649",-80.2561981,39.2864787
"650",-104.8213634,38.8338816
"651",NA,NA
"652",-71.0588801,42.3600825
"653",-47.4525944,-23.5015338
"654",NA,NA
"655",-38.5267393,-3.7319029
"656",-77.0469214,38.8048355
"657",-85.6023643,44.3148443
"658",-74.0059728,40.7127753
"659",-98.3420118,40.9263957
"660",-86.7816016,36.1626638
"661",-2.2426305,53.4807593
"662",-1.1743197,52.3555177
"663",-78.7811169,35.79154
"664",-95.61667,36.308649
"665",-2.2426305,53.4807593
"666",NA,NA
"667",18.49041,-22.95764
"668",-115.1398296,36.1699412
"669",NA,NA
"670",-90.0489801,35.1495343
"671",NA,NA
"672",-72.0995209,41.3556539
"673",14.2681244,40.8517746
"674",NA,NA
"675",-87.9301134,42.9308255
"676",-87.6297982,41.8781136
"677",NA,NA
"678",-70.6672621,41.9584457
"679",47.481766,29.31166
"680",-80.3086619,25.9087056
"681",-74.0059728,40.7127753
"682",NA,NA
"683",NA,NA
"684",NA,NA
"685",NA,NA
"686",-93.2425458,44.9715597
"687",-82.1306747,33.5337464
"688",NA,NA
"689",-90.1994042,38.6270025
"690",NA,NA
"691",NA,NA
"692",NA,NA
"693",22.2901645,52.1676031
"694",NA,NA
"695",-4.251806,55.864237
"696",NA,NA
"697",NA,NA
"698",NA,NA
"699",NA,NA
"700",-86.1349019,40.2671941
"701",-99.9018131,31.9685988
"702",NA,NA
"703",NA,NA
"704",NA,NA
"705",-73.9929175,40.7410469
"706",-121.6555013,36.6777372
"707",-122.4786854,48.7519112
"708",-120.7401385,47.7510741
"709",-3.435973,55.378051
"710",NA,NA
"711",NA,NA
"712",NA,NA
"713",-105.7820674,39.5500507
"714",NA,NA
"715",-81.8690904,28.7390864
"716",-104.990251,39.7392358
"717",NA,NA
"718",-118.2436849,34.0522342
"719",-122.3320708,47.6062095
"720",-99.9018131,31.9685988
"721",-75.1652215,39.9525839
"722",-119.9771868,38.939926
"723",-116.419389,34.9592083
"724",NA,NA
"725",-85.1804577,44.5555378
"726",-0.7594171,52.0406224
"727",NA,NA
"728",-79.3831843,43.653226
"729",NA,NA
"730",-76.6121893,39.2903848
"731",NA,NA
"732",-96.7907181,32.8066812
"733",-97.7430608,30.267153
"734",-55.765835,-32.522779
"735",-122.6764815,45.5230622
"736",-83.2154896,42.5455575
"737",-76.1690134,36.8153922
"738",-87.9064736,43.0389025
"739",-95.6019662,41.8543292
"740",-97.7430608,30.267153
"741",NA,NA
"742",NA,NA
"743",NA,NA
"744",NA,NA
"745",NA,NA
"746",-117.4260465,47.6587802
"747",151.2092955,-33.8688197
"748",-122.6764815,45.5230622
"749",NA,NA
"750",-89.8295315,34.9617604
"751",NA,NA
"752",NA,NA
"753",NA,NA
"754",-77.0368707,38.9071923
"755",NA,NA
"756",-86.80249,33.5206608
"757",NA,NA
"758",-118.2436849,34.0522342
"759",-71.0588801,42.3600825
"760",-118.2436849,34.0522342
"761",75.8119984,26.9132099
"762",NA,NA
"763",NA,NA
"764",-112.3496021,33.4355977
"765",NA,NA
"766",-80.085059,42.1292241
"767",NA,NA
"768",-96.6851982,40.8257625
"769",47.481766,29.31166
"770",48.062605,29.2565637
"771",-87.6297982,41.8781136
"772",NA,NA
"773",-95.962422,36.039666
"774",NA,NA
"775",-117.1610838,32.715738
"776",-99.9018131,31.9685988
"777",-117.4225481,47.658693
"778",-99.9018131,31.9685988
"779",NA,NA
"780",-87.9108295,43.0379848
"781",-71.0588801,42.3600825
"782",NA,NA
"783",NA,NA
"784",-79.9958864,40.4406248
"785",NA,NA
"786",NA,NA
"787",NA,NA
"788",NA,NA
"789",-0.1277583,51.5073509
"790",NA,NA
"791",-71.1077655,42.367746
"792",18.49041,-22.95764
"793",-99.9018131,31.9685988
"794",NA,NA
"795",-102.552784,23.634501
"796",-123.3656444,48.4284207
"797",-76.6412712,39.0457549
"798",NA,NA
"799",-102.552784,23.634501
"800",-95.712891,37.09024
"801",-83.0457538,42.331427
"802",-118.2436849,34.0522342
"803",NA,NA
"804",-87.6297982,41.8781136
"805",-73.7781391,40.6413111
"806",-87.6297982,41.8781136
"807",NA,NA
"808",NA,NA
"809",NA,NA
"810",-74.0059728,40.7127753
"811",NA,NA
"812",-74.0059728,40.7127753
"813",-76.6412712,39.0457549
"814",-76.6412712,39.0457549
"815",-71.1205809,42.3965242
"816",-122.5904159,47.4213664
"817",NA,NA
"818",-118.5713823,34.456151
"819",NA,NA
"820",-88.2774813,42.0978361
"821",-118.2436849,34.0522342
"822",-2.2426305,53.4807593
"823",25.6011977,45.6579755
"824",-71.3128285,41.4901024
"825",-75.5560376,40.0323293
"826",-87.6297982,41.8781136
"827",NA,NA
"828",-95.712891,37.09024
"829",-122.3320708,47.6062095
"830",NA,NA
"831",2.3522219,48.856614
"832",8.541694,47.3768866
"833",18.49041,-22.95764
"834",-117.1610838,32.715738
"835",72.8411419,19.099958
"836",-74.0059728,40.7127753
"837",-97.680328,30.4898809
"838",-90.0715323,29.9510658
"839",NA,NA
"840",-78.8657912,43.8970929
"841",NA,NA
"842",NA,NA
"843",18.49041,-22.95764
"844",-118.3812562,34.187044
"845",NA,NA
"846",NA,NA
"847",-111.0937311,34.0489281
"848",-121.9552356,37.3541079
"849",-81.3792365,28.5383355
"850",-119.8609718,34.4133292
"851",-85.207229,12.865416
"852",NA,NA
"853",21.745275,41.608635
"854",-87.6297982,41.8781136
"855",-82.907123,40.4172871
"856",-79.5394625,43.8430176
"857",NA,NA
"858",-0.081157,51.795756
"859",-79.0192997,35.7595731
"860",NA,NA
"861",48.0654706,29.2284396
"862",-117.9047845,34.0127894
"863",-98.4170523,29.5170728
"864",-79.3831843,43.653226
"865",-123.1207375,49.2827291
"866",-158.0152807,21.4513314
"867",NA,NA
"868",NA,NA
"869",-89.3985283,40.6331249
"870",NA,NA
"871",NA,NA
"872",47.481766,29.31166
"873",NA,NA
"874",-88.2433829,40.1164204
"875",-95.712891,37.09024
"876",-90.230759,15.783471
"877",NA,NA
"878",-87.6297982,41.8781136
"879",-151.0583332,60.4877778
"880",-81.3578859,41.1536674
"881",-95.712891,37.09024
"882",-95.712891,37.09024
"883",-51.92528,-14.235004
"884",NA,NA
"885",-74.4056612,40.0583238
"886",-71.4774291,41.5800945
"887",NA,NA
"888",-74.6672226,40.3572976
"889",-118.2436849,34.0522342
"890",-81.22692,28.6521741
"891",-118.3965756,33.9444316
"892",-121.7732971,38.6785157
"893",-98.4936282,29.4241219
"894",NA,NA
"895",NA,NA
"896",NA,NA
"897",-81.8811571,36.1843249
"898",NA,NA
"899",-79.3831843,43.653226
"900",NA,NA
"901",-102.552784,23.634501
"902",-95.712891,37.09024
"903",-82.907123,40.4172871
"904",-97.4394777,35.2225668
"905",NA,NA
"906",10.451526,51.165691
"907",NA,NA
"908",48.0025455,29.3302172
"909",-97.3208492,32.5420821
"910",-78.6568942,37.4315734
"911",121.774017,12.879721
"912",NA,NA
"913",NA,NA
"914",NA,NA
"915",-83.8139029,39.9365496
"916",NA,NA
"917",NA,NA
"918",-101.8551665,33.5778631
"919",31.4508149,30.1567838
"920",NA,NA
"921",NA,NA
"922",-98.4223772,34.609528
"923",NA,NA
"924",-119.4179324,36.778261
"925",NA,NA
"926",-80.0131374,33.1960027
"927",-74.0059728,40.7127753
"928",-120.4558567,46.60281
"929",-122.6764815,45.5230622
"930",-121.8863286,37.3382082
"931",-83.0363633,42.3149367
"932",NA,NA
"933",-74.072092,4.7109886
"934",NA,NA
"935",18.49041,-22.95764
"936",NA,NA
"937",NA,NA
"938",35.8418448,31.9000825
"939",NA,NA
"940",-87.5732413,33.2163171
"941",47.9688326,29.3675456
"942",NA,NA
"943",NA,NA
"944",-118.2436849,34.0522342
"945",-87.9403418,41.8994744
"946",-120.9968782,37.6390972
"947",46.6752957,24.7135517
"948",-85.323214,51.253775
"949",-89.3985283,40.6331249
"950",-113.4909267,53.544389
"951",-71.0588801,42.3600825
"952",-74.009213,40.7119193
"953",-86.7816016,36.1626638
"954",NA,NA
"955",-122.3320708,47.6062095
"956",-78.6568942,37.4315734
"957",NA,NA
"958",-74.3969089,40.8151
"959",21.824312,39.074208
"960",-0.8149798,51.5101009
"961",-122.1560768,37.7249296
"962",-122.3320708,47.6062095
"963",NA,NA
"964",NA,NA
"965",-87.6297982,41.8781136
"966",18.49041,-22.95764
"967",NA,NA
"968",-79.3831843,43.653226
"969",-95.712891,37.09024
"970",43.9627492,26.0833976
"971",NA,NA
"972",-0.7219,51.522414
"973",NA,NA
"974",NA,NA
"975",-96.6821644,33.0560716
"976",NA,NA
"977",NA,NA
"978",NA,NA
"979",-81.5157535,27.6648274
"980",NA,NA
"981",NA,NA
"982",-74.0048398,40.7251137
"983",23.7275388,37.9838096
"984",-118.2436849,34.0522342
"985",NA,NA
"986",NA,NA
"987",-0.1277583,51.5073509
"988",-119.4179324,36.778261
"989",NA,NA
"990",-63.616672,-38.416097
"991",-118.2436849,34.0522342
"992",NA,NA
"993",NA,NA
"994",NA,NA
"995",-86.158068,39.768403
"996",-0.4650592,52.131876
"997",-120.5058987,46.6020711
"998",-79.0414261,33.5510021
"999",-119.4179324,36.778261
"1000",-121.7405167,38.5449065
"1001",-122.3320708,47.6062095
"1002",-79.7919754,36.0726354
"1003",78.96288,20.593684
"1004",NA,NA
"1005",-120.7401385,47.7510741
"1006",-78.6381787,35.7795897
"1007",NA,NA
"1008",-118.542586,34.3916641
"1009",48.0510871,29.2979895
"1010",-77.0368707,38.9071923
"1011",-120.7401385,47.7510741
"1012",-81.3069931,28.5474696
"1013",NA,NA
"1014",NA,NA
"1015",NA,NA
"1016",NA,NA
"1017",-90.1994042,38.6270025
"1018",-95.712891,37.09024
"1019",NA,NA
"1020",18.49041,-22.95764
"1021",-77.0368707,38.9071923
"1022",NA,NA
"1023",-85.6023643,44.3148443
"1024",NA,NA
"1025",NA,NA
"1026",-75.1195107,39.8227054
"1027",NA,NA
"1028",-85.157248,41.119855
"1029",-114.0168895,51.1250608
"1030",NA,NA
"1031",151.2092955,-33.8688197
"1032",NA,NA
"1033",12.56738,41.87194
"1034",-96.6397822,33.1972465
"1035",-88.0118473,41.7435073
"1036",-79.3831843,43.653226
"1037",NA,NA
"1038",NA,NA
"1039",-122.2913078,37.8271784
"1040",NA,NA
"1041",9.537499,33.886917
"1042",-121.4252227,37.7396513
